CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
57;16;7;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;10:30:00;True;;;;
58;2;17;Senior;Satisfied;Cheapest possible Slot;14:30:00;True;8;09:30:00;10:00:00;cheap
59;5;7;Senior;Satisfied;Cheapest possible Slot;11:00:00;True;10;10:30:00;11:00:00;cheap
60;4;5;Senior;Very Dissatisfied;No Cheap Slot, but customer was willing to change;12:30:00;True;;;;
61;12;1;Senior;Satisfied;Cheapest possible Slot;07:00:00;True;3;07:00:00;07:30:00;cheap
62;6;19;Senior;Satisfied;Cheapest possible Slot;14:30:00;True;7;09:00:00;09:30:00;cheap
63;10;8;Stay-at-Home;Very Dissatisfied;Willing to change, but no Slot available;09:00:00;True;;;;
64;19;20;Senior;Very Dissatisfied;No Cheap Slot, but customer was willing to change;14:30:00;True;;;;
65;14;12;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;10:00:00;True;;;;
66;19;20;Student;Very Dissatisfied;Willing to change, but no Slot available;17:30:00;True;;;;
67;5;3;Student;Satisfied;Suitable Slot;20:30:00;True;32;21:30:00;22:00:00;cheap
68;14;20;Business;Very Dissatisfied;Willing to change, but no Slot available;07:30:00;True;;;;
69;10;4;Business;Very Dissatisfied;Willing to change, but no Slot available;06:30:00;True;;;;
70;1;10;Stay-at-Home;Very Dissatisfied;No Cheap Slot, but customer was willing to change;17:00:00;True;;;;
