CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
37;17;12;Student;Satisfied;Preferred cheapest Slot;19:30:00;False;28;19:30:00;20:00:00;normal
38;1;17;Business;Dissatisfied;Not willing to change and canceled order;07:00:00;False;;;;
39;8;5;Senior;Dissatisfied;Not willing to change and canceled order;08:00:00;False;;;;
40;5;3;Stay-at-Home;Very Satisfied;Preferred Slot;17:30:00;False;24;17:30:00;18:00:00;normal
41;4;4;Business;Dissatisfied;Not willing to change and canceled order;21:00:00;False;;;;
42;6;15;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;08:00:00;False;;;;
43;10;12;Student;Satisfied;Cheapest possible Slot;20:30:00;True;27;19:00:00;19:30:00;normal
44;20;18;Business;Dissatisfied;Not willing to change and canceled order;06:30:00;False;;;;
45;15;13;Student;Dissatisfied;Not willing to change and canceled order;19:30:00;False;;;;
46;7;16;Senior;Satisfied;Cheapest possible Slot;07:00:00;True;13;12:00:00;12:30:00;normal
47;18;6;Business;Dissatisfied;Not willing to change and canceled order;07:00:00;False;;;;
48;8;16;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;09:30:00;False;;;;
49;1;7;Stay-at-Home;Very Dissatisfied;Willing to change, but no Slot available;09:30:00;True;;;;
50;6;18;Stay-at-Home;Very Dissatisfied;Willing to change, but no cheap Slot available;09:00:00;True;;;;
51;12;15;Stay-at-Home;Very Dissatisfied;Willing to change, but no Slot available;11:30:00;True;;;;
52;5;11;Student;Satisfied;Suitable slot;20:00:00;True;32;21:30:00;22:00:00;expensive
53;9;15;Business;Dissatisfied;Not willing to change and canceled order;20:00:00;False;;;;
54;3;10;Senior;Dissatisfied;Not willing to change and canceled order;08:30:00;False;;;;
55;11;13;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;10:00:00;False;;;;
56;16;15;Business;Dissatisfied;Not willing to change and canceled order;06:00:00;False;;;;
57;15;9;Stay-at-Home;Very Dissatisfied;Willing to change, but no cheap Slot available;11:30:00;True;;;;
58;4;12;Business;Dissatisfied;Not willing to change and canceled order;06:00:00;False;;;;
59;8;1;Senior;Satisfied;Cheapest possible Slot;11:00:00;True;15;13:00:00;13:30:00;normal
60;3;1;Senior;Very Dissatisfied;Willing to change, but no cheap Slot available;12:00:00;True;;;;
61;4;13;Business;Dissatisfied;Not willing to change and canceled order;07:00:00;False;;;;
62;3;18;Student;Dissatisfied;Not willing to change and canceled order;15:30:00;False;;;;
63;3;17;Senior;Dissatisfied;Not willing to change and canceled order;13:00:00;False;;;;
64;10;5;Business;Dissatisfied;Not willing to change and canceled order;20:00:00;False;;;;
65;3;4;Student;Dissatisfied;Not willing to change and canceled order;16:30:00;False;;;;
66;6;13;Senior;Very Dissatisfied;Willing to change, but no cheap Slot available;11:30:00;True;;;;
67;13;17;Business;Dissatisfied;Not willing to change and canceled order;21:00:00;False;;;;
68;14;5;Student;Dissatisfied;Not willing to change and canceled order;17:30:00;False;;;;
69;6;5;Business;Dissatisfied;Not willing to change and canceled order;21:30:00;False;;;;
70;8;1;Senior;Very Dissatisfied;Willing to change, but no cheap Slot available;13:30:00;True;;;;
