CustomerId;Xcoord;Ycoord;CustomerType;SatisfactionStatus;ReasonForSatisfaction;PreferredTimeSlot;WillingnessToChangeTS;TimeslotId;TimeslotStart;TimeslotEnd;OrderPrice
45;17;12;Student;Dissatisfied;Not willing to change and canceled order;14:00:00;True;;;;
46;2;3;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;11:30:00;False;;;;
47;4;20;Business;Dissatisfied;Not willing to change and canceled order;20:00:00;False;;;;
48;17;11;Student;Very Satisfied;Preferred cheapest Slot;17:30:00;True;24;17:30:00;18:00:00;normal
49;3;13;Business;Dissatisfied;Not willing to change and canceled order;21:00:00;False;;;;
50;6;7;Business;Very Satisfied;Preferred Slot;06:30:00;False;2;06:30:00;07:00:00;cheap
51;8;17;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;15:30:00;True;;;;
52;10;2;Business;Dissatisfied;Not willing to change and canceled order;20:30:00;False;;;;
53;4;4;Senior;Dissatisfied;Not willing to change and canceled order;11:00:00;True;;;;
54;7;7;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;08:30:00;True;;;;
55;10;20;Business;Dissatisfied;Not willing to change and canceled order;06:00:00;False;;;;
56;12;12;Senior;Dissatisfied;Not willing to change and canceled order;06:00:00;False;;;;
57;16;7;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;10:30:00;False;;;;
58;2;17;Senior;Very Satisfied;Preferred cheapest Slot;14:30:00;False;18;14:30:00;15:00:00;normal
59;5;7;Senior;Dissatisfied;Not willing to change and canceled order;11:00:00;True;;;;
60;4;5;Senior;Dissatisfied;Not willing to change and canceled order;12:30:00;False;;;;
61;12;1;Senior;Very Satisfied;Preferred cheap Slot;07:00:00;True;3;07:00:00;07:30:00;cheap
62;6;19;Senior;Dissatisfied;Not willing to change and canceled order;14:30:00;False;;;;
63;10;8;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;09:00:00;False;;;;
64;19;20;Senior;Dissatisfied;Not willing to change and canceled order;14:30:00;True;;;;
65;14;12;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;10:00:00;False;;;;
66;19;20;Student;Dissatisfied;Not willing to change and canceled order;17:30:00;True;;;;
67;5;3;Student;Dissatisfied;Not willing to change and canceled order;20:30:00;True;;;;
68;14;20;Business;Dissatisfied;Not willing to change and canceled order;07:30:00;False;;;;
69;10;4;Business;Dissatisfied;Not willing to change and canceled order;06:30:00;False;;;;
70;1;10;Stay-at-Home;Dissatisfied;Not willing to change and canceled order;17:00:00;True;;;;
