id;xCoord;yCoord;custType;delDate;delTime;willingToWait;deliveryWindows;priceSens
45;11;17;Senior;2023-05-02;14:30:00;True;[[6:00:00, 17:00:00]];True
46;12;9;Stay-at-Home;2023-05-02;10:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
47;9;17;Student;2023-05-02;13:00:00;True;[[11:00:00, 22:00:00]];False
48;8;8;Business;2023-05-02;06:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
49;11;12;Business;2023-05-02;20:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
50;7;4;Business;2023-05-02;06:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
51;8;4;Senior;2023-05-02;13:30:00;True;[[6:00:00, 17:00:00]];True
52;3;15;Stay-at-Home;2023-05-02;10:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
53;3;1;Stay-at-Home;2023-05-02;09:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
54;7;1;Senior;2023-05-02;10:00:00;True;[[6:00:00, 17:00:00]];True
55;8;9;Business;2023-05-02;07:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
56;3;5;Senior;2023-05-02;13:00:00;True;[[6:00:00, 17:00:00]];True
57;18;8;Business;2023-05-02;06:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
58;8;11;Business;2023-05-02;06:30:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
59;10;20;Student;2023-05-02;11:00:00;True;[[11:00:00, 22:00:00]];True
60;17;8;Business;2023-05-02;07:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
61;17;13;Business;2023-05-02;20:00:00;True;[[6:00:00, 08:00:00], [20:00:00, 22:00:00]];False
62;14;12;Stay-at-Home;2023-05-02;09:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
63;7;10;Senior;2023-05-02;13:30:00;True;[[6:00:00, 17:00:00]];True
64;20;8;Stay-at-Home;2023-05-02;10:30:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];False
65;1;5;Senior;2023-05-02;12:00:00;True;[[6:00:00, 17:00:00]];True
66;16;4;Senior;2023-05-02;08:00:00;True;[[6:00:00, 17:00:00]];True
67;18;8;Student;2023-05-02;11:30:00;True;[[11:00:00, 22:00:00]];True
68;7;11;Stay-at-Home;2023-05-02;08:00:00;True;[[9:00:00, 12:00:00], [14:00:00, 18:00:00]];True
69;13;9;Student;2023-05-02;15:00:00;True;[[11:00:00, 22:00:00]];False
70;9;20;Senior;2023-05-02;07:30:00;True;[[6:00:00, 17:00:00]];True
